movie_id,tags,title,overview,cast,crew,popularity_log_norm,year,imdb_score,rt_score,top_recommendations
160588,jasmin french use top heap new york socialit return estrang sister san francisco utterli ruin jasmin struggl haunt memori privileg past bear dark realiti ignor tri recov present unfortun prove lose battl jasmin narcissist hangup consequ begin overwhelm old pretens new deceit begin foul everyon live especi comedi drama sanfrancisco sistersisterrelationship newyorkc rich narciss xanax cateblanchett alecbaldwin sallyhawkin woodyallen,Blue Jasmine,"Jasmine French used to be on the top of the heap as a New York socialite, but now is returning to her estranged sister in San Francisco utterly ruined. As Jasmine struggles with her haunting memories of a privileged past bearing dark realities she ignored, she tries to recover in her present. Unfortunately, it all proves a losing battle as Jasmine's narcissistic hangups and their consequences begin to overwhelm her. In doing so, her old pretensions and new deceits begin to foul up everyone's lives, especially her own.","['CateBlanchett', 'AlecBaldwin', 'SallyHawkins']",['WoodyAllen'],0.5275155913736153,2013,0.0,0.0,"[896, 210, 1704, 8, 4341, 1760, 1212, 3238, 3515, 1594]"
9829,real time account event unit flight one plane hijack crash near shanksvil pennsylvania passeng foil terrorist plot drama histori crime thriller action airplan hijack terrorcel emergencyland waronterror j.j.johnson pollyadam trishgat paulgreengrass,United 93,"A real time account of the events on United Flight 93, one of the planes hijacked on 9/11 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot.","['J.J.Johnson', 'PollyAdams', 'TrishGates']",['PaulGreengrass'],0.4305190208246842,2006,0.0,0.0,"[811, 827, 281, 920, 734, 732, 616, 730, 638, 585]"
10028,honey daniel jessica alba dream make name hip hop choreograph busi hit downtown club friend teach danc class nearbi commun center harlem n way keep kid street honey think hit jackpot meet hotshot director david moscow cast one music video start demand sexual favor honey make decis chang life romanc music famili newyork danc hip-hop dream danc blackmail harass career video teacher busi sabotag choreograph club harlem youthcent jessicaalba mekhiphif joybryant billewoodruff,Honey,"Honey Daniels (Jessica Alba) dreams of making a name for herself as a hip-hop choreographer. When she's not busy hitting downtown clubs with her friends, she teaches dance classes at a nearby community center in Harlem, N.Y., as a way to keep kids off the streets. Honey thinks she's hit the jackpot when she meets a hotshot director (David Moscow) who casts her in one of his music videos. But, when he starts demanding sexual favors from her, Honey makes a decision that will change her life.","['JessicaAlba', 'MekhiPhifer', 'JoyBryant']",['BilleWoodruff'],0.438222795529855,2003,0.0,0.0,"[1918, 3156, 2703, 3075, 1838, 4152, 3736, 2682, 1582, 4155]"
10535,evil gen rancor sight set world domin one man stop dick steel also known agent wd rancor need obtain comput circuit missil plan fire steel team veroniqu ukrinski kgb agent whose father design chip togeth tri locat evil mastermind headquart veroniqu father sever hostag held action comedi atomicbomb spoof jamesbondspoof leslienielsen nicollettesheridan charlesdurn rickfriedberg,Spy Hard,"The evil Gen. Rancor has his sights set on world domination, and only one man can stop him: Dick Steele, also known as Agent WD-40. Rancor needs to obtain a computer circuit for the missile that he is planning to fire, so Steele teams up with Veronique Ukrinsky, a KGB agent whose father designed the chip. Together they try to locate the evil mastermind's headquarters, where Veronique's father and several other hostages are being held.","['LeslieNielsen', 'NicolletteSheridan', 'CharlesDurning']",['RickFriedberg'],0.3695209237881316,1996,0.0,0.0,"[129, 432, 1808, 498, 526, 39, 211, 2055, 667, 1332]"
790,strang thing begin occur tini california coastal town prepar commemor centenari inanim object spring eerili life rev malon stumbl upon dark secret town found radio announc stevi wit mystic fire hitchhik elizabeth discov mutil corps fisherman mysteri iridesc fog descend upon villag peopl start die horror propheci sea beach gold smalltown behead sword narrat fog leprosi ship lighthous church adriennebarbeau jamieleecurti janetleigh johncarpent,The Fog,"Strange things begin to occurs as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone stumbles upon a dark secret about the town's founding; radio announcer Stevie witnesses a mystical fire; and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.","['AdrienneBarbeau', 'JamieLeeCurtis', 'JanetLeigh']",['JohnCarpenter'],0.4045694409432773,1980,0.0,0.0,"[937, 4158, 2084, 1751, 561, 2640, 3048, 4291, 3645, 1572]"
43959,soul surfer inspir true stori teen surfer bethani hamilton bethani lost left arm shark attack courag overcam odd becom champion sheer determin unwav faith bethani annasophia robb born surf natur talent took wave young age lead idyl life kauai particip nation surf competit best friend alana lorrain nicholson everyth chang halloween morn foot tiger shark came nowher seem shatter dream soul surfer reveal bethani fight recov ordeal grappl question futur strengthen love parent tom denni quaid cheri helen hunt support youth group leader sara carri underwood bethani refus give give begin bold return water action drama competit basedonnovel sharkattack surf biographi sport duringcreditssting annasophiarobb helenhunt lorrainenicholson seanmcnamara,Soul Surfer,"Soul Surfer is the inspiring true story of teen surfer Bethany Hamilton. Bethany lost her left arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.Bethany (AnnaSophia Robb) was born to surf. A natural talent who took to the waves at a young age, she was leading an idyllic life on Kauai, participating in national surf competitions with her best friend Alana (Lorraine Nicholson), when everything changed. On Halloween morning, a 14-foot tiger shark came out of nowhere and seemed to shatter all her dreams.Soul Surfer reveals Bethany's fight to recover from her ordeal and how she grappled with the question of her future. Strengthened by the love of her parents, Tom (Dennis Quaid) and Cheri (Helen Hunt), and supported by her youth group leader Sara (Carrie Underwood), Bethany refuses to give in or give up, and begins a bold return to the water.","['AnnaSophiaRobb', 'HelenHunt', 'LorraineNicholson']",['SeanMcNamara'],0.4437372339066524,2011,0.0,0.0,"[3303, 2632, 3581, 2172, 316, 302, 106, 2358, 299, 3753]"
10364,bombardi world war ii tri desper escap insan war howev sometim insan sane way cope crazi situat catch parodi militari mental bureaucrat societi gener war comedi drama worldwarii island bomber pianosa american alanarkin martinbalsam richardbenjamin mikenichol,Catch-22,"A bombardier in World War II tries desperately to escape the insanity of the war. However, sometimes insanity is the only sane way to cope with a crazy situation. Catch-22 is a parody of a ""military mentality"" and of a bureaucratic society in general.","['AlanArkin', 'MartinBalsam', 'RichardBenjamin']",['MikeNichols'],0.2515792005102771,1970,0.0,0.0,"[793, 636, 397, 3715, 2645, 1999, 673, 780, 2585, 3897]"
16991,bi polar mall secur guard ronni barnhardt call action stop flasher turn shopper paradis person peep show barnhardt bring culprit justic surli polic detect recruit close case comedi crime drama robberi unrequitedlov securityguard mall sethrogen annafari michaelpeña jodyhil,Observe and Report,"Bi-polar mall security guard Ronnie Barnhardt is called into action to stop a flasher from turning shopper's paradise into his personal peep show. But when Barnhardt can't bring the culprit to justice, a surly police detective, is recruited to close the case.","['SethRogen', 'AnnaFaris', 'MichaelPeña']",['JodyHill'],0.3607074506502497,2009,0.0,0.0,"[1739, 1285, 283, 1121, 1335, 3091, 3249, 2162, 3943, 2311]"
9610,base charact creat robert e howard fast pace occasion humor sequel conan barbarian featur hero arnold schwarzenegg commiss evil queen tarami sarah dougla safe escort teen princess olivia abo power bodyguard wilt chamberlain far away castl retriev magic horn dagon unknown conan queen plan sacrific princess return inherit kingdom bodyguard kill conan queen plan fail take consider conan strength cun abil sidekick eccentr wizard akiro mako wild woman zula grace jone inept malak tracey walter togeth hero alli must defeat mortal supernatur foe voyag sword sorceri land adventur fantasi action swordplay sword magic warriorwoman lonewolf wizardri royalti barbarian swordandsorceri arnoldschwarzenegg gracejon wiltchamberlain richardfleisch,Conan the Destroyer,"Based on a character created by Robert E. Howard, this fast-paced, occasionally humorous sequel to Conan the Barbarian features the hero (Arnold Schwarzenegger) as he is commissioned by the evil queen Taramis (Sarah Douglas) to safely escort a teen princess (Olivia D'Abo) and her powerful bodyguard (Wilt Chamberlain) to a far away castle to retrieve the magic Horn of Dagon. Unknown to Conan, the queen plans to sacrifice the princess when she returns and inherit her kingdom after the bodyguard kills Conan. The queen's plans fail to take into consideration Conan's strength and cunning and the abilities of his sidekicks: the eccentric wizard Akiro (Mako), the wild woman Zula (Grace Jones), and the inept Malak (Tracey Walter). Together the hero and his allies must defeat both mortal and supernatural foes in this voyage to sword-and-sorcery land.","['ArnoldSchwarzenegger', 'GraceJones', 'WiltChamberlain']",['RichardFleischer'],0.4373605964623664,1984,0.0,0.0,"[376, 2313, 79, 399, 3968, 55, 103, 387, 889, 193]"
1578,jake lamotta step box ring obliter oppon prizefight treat famili friend way tick time bomb readi go moment though lamotta want famili love someth alway seem come perhap violent bout paranoia jealousi kind rage help make champ real life wind ring alon drama transport jealousi violenthusband paranoia boxer biographi fistfight brokennos sport domesticviol extremeviol over-the-hillfight robertdeniro joepesci cathymoriarti martinscorses,Raging Bull,"When Jake LaMotta steps into a boxing ring and obliterates his opponent, he's a prizefighter. But when he treats his family and friends the same way, he's a ticking time bomb, ready to go off at any moment. Though LaMotta wants his family's love, something always seems to come between them. Perhaps it's his violent bouts of paranoia and jealousy. This kind of rage helped make him a champ, but in real life, he winds up in the ring alone.","['RobertDeNiro', 'JoePesci', 'CathyMoriarty']",['MartinScorsese'],0.530909499436676,1980,0.0,0.0,"[2634, 4118, 377, 2840, 1565, 682, 1280, 1549, 3102, 3193]"
25643,dr burk ryan success self help author motiv speaker secret help thousand peopl cope tragedi person loss secretli unabl overcom death late wife burk meet fierc independ florist name elois forc face past overcom demon drama romanc hotel florist forest grief seminar motivationalspeak aaroneckhart jenniferaniston judygr brandoncamp,Love Happens,"Dr. Burke Ryan is a successful self-help author and motivational speaker with a secret. While he helps thousands of people cope with tragedy and personal loss, he secretly is unable to overcome the death of his late wife. It's not until Burke meets a fiercely independent florist named Eloise that he is forced to face his past and overcome his demons.","['AaronEckhart', 'JenniferAniston', 'JudyGreer']",['BrandonCamp'],0.3942669904377515,2009,0.0,0.0,"[675, 815, 1076, 3684, 550, 1556, 2745, 1635, 293, 1789]"
11904,sherlock holm dr watson meet boy english board school holm known deduct abil even youth amaz classmat abil discov plot murder seri british busi men egyptian cult move stop action adventur crime drama famili mysteri thriller londonengland schoolfriend religionandsupernatur sherlockholm murder aftercreditssting nicholasrow alancox sophieward barrylevinson,Young Sherlock Holmes,"Sherlock Holmes and Dr. Watson meet as boys in an English Boarding school. Holmes is known for his deductive ability even as a youth, amazing his classmates with his abilities. When they discover a plot to murder a series of British business men by an Egyptian cult, they move to stop it.","['NicholasRowe', 'AlanCox', 'SophieWard']",['BarryLevinson'],0.329335060313155,1985,0.0,0.0,"[2193, 1743, 353, 1390, 3663, 2358, 3331, 3161, 273, 3605]"
28665,updat version music center student new york academi perform art music comedi drama romanc music duringcreditssting kaypanabak naturinaughton kheringtonpayn kevintancharoen,Fame,"An updated version of the 1980 musical, which centered on the students of the New York Academy of Performing Arts.","['KayPanabaker', 'NaturiNaughton', 'KheringtonPayne']",['KevinTancharoen'],0.3186061501075595,2009,0.0,0.0,"[3858, 2174, 1064, 3070, 593, 2513, 1497, 2622, 1414, 4162]"
44115,true stori mountain climber aron ralston remark adventur save fallen boulder crash arm trap isol canyon utah adventur drama thriller mountain despair adventur utah alon canyon climb basedontruestori rescu surviv escap true trap boulder adventur flashback climber isol hiker verylittledialogu jamesfranco katemara ambertamblyn dannyboyl,127 Hours,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,"['JamesFranco', 'KateMara', 'AmberTamblyn']",['DannyBoyle'],0.5871527069717294,2010,0.0,0.0,"[185, 774, 1478, 638, 122, 518, 3232, 665, 1875, 766]"
10569,loser crook wife strike rich botch bank job cover busi becom spectacular success action comedi crime bank restaur roleofwomen bankrobb wife pizzeria pizza kek independentfilm bankrobberi hoodlum woodyallen carolynsaxon traceyullman woodyallen,Small Time Crooks,A loser of a crook and his wife strike it rich when a botched bank job's cover business becomes a spectacular success.,"['WoodyAllen', 'CarolynSaxon', 'TraceyUllman']",['WoodyAllen'],0.3717355615636303,2000,0.0,0.0,"[2992, 3872, 2241, 3814, 529, 2151, 1766, 1535, 2389, 1956]"
10560,group teenag variou background enrol american ballet academi new york make ballet dancer one deal problem stress train get ahead world danc drama music newyork competit dancer danc ball career balletdanc music entranceexamin ballet danceteach amandaschul zoesaldana susanmaypratt nicholashytn,Center Stage,A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance.,"['AmandaSchull', 'ZoeSaldana', 'SusanMayPratt']",['NicholasHytner'],0.3060601167974838,2000,0.0,0.0,"[1582, 3156, 2620, 1918, 3891, 2274, 2299, 2703, 1569, 2318]"
333348,four gener cooper clan come togeth annual christma eve celebr seri unexpect visitor unlik event turn night upsid lead toward surpris rediscoveri famili bond spirit holiday comedi famili bigfamili familyrelationship famili womandirector christma stevemartin dianekeaton johngoodman jessienelson,Love the Coopers,"When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.","['SteveMartin', 'DianeKeaton', 'JohnGoodman']",['JessieNelson'],0.342499884746642,2015,0.0,0.0,"[2248, 2634, 917, 1856, 2975, 4309, 402, 887, 700, 1197]"
20483,athlet year old maddi kristen stewart share enthusiasm mountain climb father tom sam robard unfortun tom suffer spinal injuri scale mount everest famili unabl afford surgeri save maddi decid get money father oper rob high secur bank reli climb skill help geeki friend max thieriot corbin bleu pull success famili action adventur bankrobberi kristenstewart corbinbleu maxthieriot bartfreundlich jamessbardellati petermerwin,Catch That Kid,"Athletic 12-year-old Maddy (Kristen Stewart) shares an enthusiasm for mountain climbing with her father, Tom (Sam Robards). Unfortunately, Tom suffers a spinal injury while scaling Mount Everest, and his family is unable to afford the surgery that can save him. Maddy decides to get the money for her father's operation by robbing a high-security bank. She relies on her climbing skills and help from her geeky friends (Max Thieriot, Corbin Bleu) to pull it off successfully.","['KristenStewart', 'CorbinBleu', 'MaxThieriot']","['BartFreundlich', 'JamesSbardellati', 'PeterMerwin']",0.2512700144143016,2004,0.0,0.0,"[3371, 191, 2878, 1480, 2380, 774, 232, 638, 39, 1442]"
11457,man diagnos termin cancer take custodi misanthrop teenag son qualiti time mean get high engag small time prostitut avoid father drama fathersonrelationship hous cancer drug divorc ex-wif unemploy kevinklin kristinscottthoma haydenchristensen irwinwinkl,Life as a House,"When a man is diagnosed with terminal cancer, he takes custody of his misanthropic teenage son, for whom quality time means getting high, engaging in small-time prostitution, and avoiding his father.","['KevinKline', 'KristinScottThomas', 'HaydenChristensen']",['IrwinWinkler'],0.2807417034536086,2001,0.0,0.0,"[3649, 2720, 1372, 578, 3754, 3665, 439, 3638, 867, 1280]"
321697,set backstag three icon product launch end unveil imac steve job take us behind scene digit revolut paint intim portrait brilliant man epicent drama histori biographi comput fatherdaughterrelationship applecomput stevejob basedontrueev michaelfassbend katewinslet sethrogen dannyboyl,Steve Jobs,"Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter.","['MichaelFassbender', 'KateWinslet', 'SethRogen']",['DannyBoyle'],0.5904442299802761,2015,0.0,0.0,"[1280, 2170, 1591, 3363, 3364, 611, 1085, 627, 1331, 1075]"
19840,nerdi teenag deni cooverman paul rust harbor secret crush beth cooper hayden panettier hottest girl high school graduat speech deni let cat bag declar love beth instead diss deni show hous later day promis show time life comedi romanc virgin cheerlead graduat highschool aspen friend inthecloset teenag popular basedonyoungadultnovel populargirl haydenpanettier paulrust laurenlondon chriscolumbu,"I Love You, Beth Cooper","Nerdy teenager Denis Cooverman (Paul Rust) harbors a secret crush on Beth Cooper (Hayden Panettiere), the hottest girl in high school. During his graduation speech, Denis lets the cat out of the bag and declares his love for Beth, who, instead of dissing Denis, shows up at his house later that day and promises to show him the time of his life.","['HaydenPanettiere', 'PaulRust', 'LaurenLondon']",['ChrisColumbus'],0.4010399611217106,2009,0.0,0.0,"[3055, 2693, 3773, 4214, 2876, 3250, 2327, 2729, 2798, 2790]"
22327,nick twisp michael cera teen tast finer thing life like sinatra fellini fall hopelessli love beauti free spirit sheeni saunder portia doubleday famili vacat famili geographi jealou ex lover conspir keep two apart nick abandon dull predict life develop rebelli alter ego fran oi ascot moustach cigarett fran oi stop noth sheeni lead nick path destruct unpredict consequ drama comedi romanc basedonnovel comingofag duringcreditssting michaelcera zachgalifianaki justinlong miguelarteta,Youth in Revolt,"Nick Twisp (Michael Cera), a teen with a taste for the finer things in life like Sinatra and Fellini, falls hopelessly in love with the beautiful, free-spirited Sheeni Saunders (Portia Doubleday) while on a family vacation.  But family, geography and jealous ex-lovers conspire to keep these two apart. Nick abandons his dull, predictable life and develops a rebellious alter ego: François.  With his ascot, his moustache and his cigarette, François will stop at nothing to be with Sheeni, and leads Nick on a path of destruction with unpredictable consequences..","['MichaelCera', 'ZachGalifianakis', 'JustinLong']",['MiguelArteta'],0.3941667922481877,2009,0.0,0.0,"[2358, 952, 682, 2042, 2438, 66, 2301, 3134, 2248, 2840]"
38665,young texa ranger john reid sole survivor ambush arrang militarist outlaw leader butch cavendich rescu old childhood comanch friend tonto recov wound dedic life fight evil cavendich repres end john reid becom great mask western hero lone ranger help tonto pair go rescu presid grant cavendich take hostag action adventur romanc western lonerang wildbillhickok buffalobil thelonerang christopherlloyd mattclark juaninclay williama.frak,The Legend of the Lone Ranger,"When the young Texas Ranger, John Reid, is the sole survivor of an ambush arranged by the militaristic outlaw leader, Butch Cavendich, he is rescued by an old childhood Comanche friend, Tonto. When he recovers from his wounds, he dedicates his life to fighting the evil that Cavendich represents. To this end, John Reid becomes the great masked western hero, The Lone Ranger. With the help of Tonto, the pair go to rescue President Grant when Cavendich takes him hostage.","['ChristopherLloyd', 'MattClark', 'JuaninClay']",['WilliamA.Fraker'],0.3752838469558087,1981,0.0,0.0,"[13, 2209, 285, 1416, 641, 3494, 2861, 670, 1296, 3189]"
2575,british spi banish panama affair ambassador mistress make connect local tailor nefari past connect top polit gangster figur panama tailor also wife work panamanian presid huge debt mission learn presid intend canal drama thriller danc spi birthday map firework bridg secretag presid children independentfilm debt swim polit band piercebrosnan geoffreyrush jamieleecurti johnboorman,The Tailor of Panama,"A British spy is banished to Panama after having an affair with an ambassador's mistress. Once there he makes connection with a local tailor with a nefarious past and connections to all of the top political and gangster figures in Panama. The tailor also has a wife, who works for the Panamanian president and a huge debt. The mission is to learn what the President intends to do with the Canal.","['PierceBrosnan', 'GeoffreyRush', 'JamieLeeCurtis']",['JohnBoorman'],0.307650312911618,2001,0.0,0.0,"[3018, 934, 369, 2057, 1516, 2009, 138, 2, 605, 280]"
11644,jack terri master sound recordist work grade b horror movi late one even record sound use movi hear someth unexpect sound equip record curios get better media becom involv begin unravel piec nefari conspiraci struggl surviv shadowi enemi expos truth know trust drama mysteri thriller audiotap hitman presidentialelect nois yell polit faithless johntravolta nancyallen johnlithgow briandepalma,Blow Out,"Jack Terry is a master sound recordist who works on grade-B horror movies. Late one evening, he is recording sounds for use in his movies when he hears something unexpected through his sound equipment and records it. Curiosity gets the better of him when the media become involved, and he begins to unravel the pieces of a nefarious conspiracy. As he struggles to survive against his shadowy enemies and expose the truth, he does not know whom he can trust.","['JohnTravolta', 'NancyAllen', 'JohnLithgow']",['BrianDePalma'],0.3958518987615987,1981,0.0,0.0,"[2865, 871, 2132, 2038, 2193, 3819, 1147, 3610, 3362, 1188]"
68924,weekend thanksgiv hood skid control benjamin hood reel drink drink tri think troubl offic wife elena read self help book lose patienc husband lie son paul home holiday escap citi pursu allur rich girl prep school young bud nymphomaniac wendi hood roam neighborhood innoc explor liquor cabinet lingeri drawer friend parent look someth new ice storm hit worst centuri drama basedonnovel 1970 thanksgiv dysfunctionalfamili independentfilm kevinklin joanallen sigourneyweav angle,The Ice Storm,"In the weekend after thanksgiving 1973 the Hoods are skidding out of control. Benjamin Hood reels from drink to drink, trying not to think about his trouble at the office. His wife, Elena, is reading self help books and losing patience with her husband's lies. Their son, Paul, home for the holidays, escapes to the city to pursue an alluring rich girl from his prep school. Young, budding nymphomaniac, Wendy Hood roams the neighborhood, innocently exploring liquor cabinets and lingerie drawers of her friends' parents, looking for something new. Then an ice storm hits, the worst in a century.","['KevinKline', 'JoanAllen', 'SigourneyWeaver']",['AngLee'],0.4083041462554994,1997,0.0,0.0,"[1724, 4032, 3813, 3537, 2227, 2738, 3638, 1433, 2124, 3786]"
253235,self center realtor enlist help neighbor suddenli left charg granddaught never knew exist estrang son drop home comedi drama romanc grandfathergranddaughterrelationship neighbor wealthi elderli estrang michaeldougla dianekeaton sterlingjerin robrein,And So It Goes,A self-centered realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.,"['MichaelDouglas', 'DianeKeaton', 'SterlingJerins']",['RobReiner'],0.3487739003688933,2014,0.0,0.0,"[1358, 887, 2048, 528, 3742, 675, 3647, 2607, 2685, 2754]"
22102,beverli hill housewif middl divorc tri find focu life take daughter wilder girl troop adventur comedi famili wilder teenangst shelleylong craigt.nelson bettythoma jeffkanew,Troop Beverly Hills,A Beverly Hills housewife in the middle of a divorce tries to find focus in her life by taking over her daughter's Wilderness Girls troop.,"['ShelleyLong', 'CraigT.Nelson', 'BettyThomas']",['JeffKanew'],0.220359243889344,1989,0.0,0.0,"[66, 2252, 3410, 232, 1836, 3572, 1268, 2040, 2631, 774]"
10068,erot stori woman assist art galleri get involv imperson affair man bare know life sex game play relationship begin get complic drama romanc sexualobsess prostitut women'ssexualident broker galleryown sadomasoch mickeyrourk kimbasing margaretwhitton adrianlyn,Nine 1/2 Weeks,"An erotic story about a woman, the assistant of an art gallery, who gets involved in an impersonal affair with a man. She barely knows about his life, only about the sex games they play, so the relationship begins to get complicated.","['MickeyRourke', 'KimBasinger', 'MargaretWhitton']",['AdrianLyne'],0.3819436993374013,1986,0.0,0.0,"[3101, 2718, 1528, 3192, 2616, 1761, 2372, 1267, 1826, 2182]"
848,sorcer apprentic galen mission kill evil dragon order save king daughter sacrif accord pact king made dragon protect kingdom fantasi film disney studio exhaust possibl visual effect time fantasi secretident selfsacrific magic virgin solareclips sacrific sorcerer'sapprentic amulet lotteri brood egg princess sorcer humansacrific dragon hiddenident crossdress landslid swordandsorceri petermacnicol caitlinclark ralphrichardson matthewrobbin,Dragonslayer,The sorcerer and his apprentice Galen are on a mission to kill an evil dragon in order to save the King’s daughter from being sacrificed in accordance to a pact that the King himself made with the dragon to protect his kingdom. A fantasy film from Disney Studios that exhausted all possible visual effects of the time.,"['PeterMacNicol', 'CaitlinClarke', 'RalphRichardson']",['MatthewRobbins'],0.2136975448190281,1981,0.0,0.0,"[739, 290, 973, 158, 101, 796, 3551, 22, 349, 90]"
36811,histor drama illustr russian author leo tolstoy struggl balanc fame wealth commit life devoid materi thing countess sofya wife muse leo tolstoy use everi trick seduct husband loyal discipl believ person respons tolstoy sign new leav work properti russian peopl drama romanc duringcreditssting jamesmcavoy christopherplumm helenmirren michaelhoffman,The Last Station,"A historical drama that illustrates Russian author Leo Tolstoy's struggle to balance fame and wealth with his commitment to a life devoid of material things. The Countess Sofya, wife and muse to Leo Tolstoy, uses every trick of seduction on her husband's loyal disciple, whom she believes was the person responsible for Tolstoy signing a new will that leaves his work and property to the Russian people.","['JamesMcAvoy', 'ChristopherPlummer', 'HelenMirren']",['MichaelHoffman'],0.2269766577789469,2009,0.0,0.0,"[2550, 2182, 2367, 978, 952, 1726, 1617, 1556, 3958, 1513]"
522,mostli true stori legendari worst director time help strang friend film countless b movi without ever becom famou success comedi drama histori individu taxi transsexu fortunetel filmbusi filmmak filmproduc vorort filmmak boxer filmdirector oddbal celebr morphin moviestudio losangel drugaddict cultdirector theremin handgun trickortr actor transvestit johnnydepp martinlandau sarahjessicapark timburton,Ed Wood,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.","['JohnnyDepp', 'MartinLandau', 'SarahJessicaParker']",['TimBurton'],0.4781563092097229,1994,0.0,0.0,"[1103, 2132, 822, 4338, 2642, 350, 3376, 2661, 405, 1785]"
130150,depress singl mom adel son henri offer wound fearsom man ride polic search town escap convict mother son gradual learn true stori option becom increasingli limit drama escapedconvict depressedmom joshbrolin katewinslet gattlingriffith jasonreitman,Labor Day,"Depressed single mom Adele and her son Henry offer a wounded, fearsome man a ride. As police search town for the escaped convict, the mother and son gradually learn his true story as their options become increasingly limited.","['JoshBrolin', 'KateWinslet', 'GattlinGriffith']",['JasonReitman'],0.4319653610731074,2013,0.0,0.0,"[2725, 3488, 1451, 720, 914, 3914, 3222, 3524, 1445, 1229]"
12246,stori recount earli life genghi khan slave went conquer half world th centuri histori mongolia genghiskhan tadanobuasano sunhonglei khulanchuluun sergeibodrov,Mongol: The Rise of Genghis Khan,"The story recounts the early life of Genghis Khan, a slave who went on to conquer half the world in the 11th century.","['TadanobuAsano', 'SunHonglei', 'KhulanChuluun']",['SergeiBodrov'],0.3557042854300292,2007,0.0,0.0,"[1726, 1645, 1998, 1499, 1779, 2435, 299, 3300, 2302, 793]"
13809,russian mobster set real estat scam gener million pound variou member london crimin underworld pursu share fortun variou shadi charact includ mr one two stella account johnni quid druggi rock star tri claim slice action crime thriller londonengland ganglead money gang crime markstrong tomwilkinson tobykebbel guyritchi,RockNRolla,"When a Russian mobster sets up a real estate scam that generates millions of pounds, various members of London's criminal underworld pursue their share of the fortune. Various shady characters, including Mr One-Two, Stella the accountant, and Johnny Quid, a druggie rock-star, try to claim their slice.","['MarkStrong', 'TomWilkinson', 'TobyKebbell']",['GuyRitchie'],0.515429609284389,2008,0.0,0.0,"[1997, 569, 3943, 732, 4003, 970, 3259, 760, 2877, 1632]"
27380,megaforc elit multi nation militari unit job individu govern wont peac republ sardun threat aggress neighbour beauti major zara persi khambatta gener byrn white edward mulhar see help ace hunter barri bostwick megaforc adventur action sciencefict dictat soldier electronicmusicscor militaryunit barrybostwick michaelbeck persiskhambatta halneedham,Megaforce,Megaforce is an elite multi-national military unit that does the jobs that individual governments wont. When the peaceful Republic of Sardun in under threat from their more aggressive neighbour the beautiful Major Zara (Persis Khambatta) and General Byrne-White (Edward Mulhare) see the help of Ace Hunter (Barry Bostwick) and Megaforce.,"['BarryBostwick', 'MichaelBeck', 'PersisKhambatta']",['HalNeedham'],0.1100613974086239,1982,0.0,0.0,"[75, 298, 180, 2744, 1174, 595, 536, 1183, 71, 1184]"
10549,hamlet princ denmark return home find father murder mother remarri murder uncl meanwhil war brew drama mother shakespear denmark lossoffath princ mad kennethbranagh derekjacobi juliechristi kennethbranagh,Hamlet,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.","['KennethBranagh', 'DerekJacobi', 'JulieChristie']",['KennethBranagh'],0.3512661746559715,1996,0.0,0.0,"[2464, 3023, 944, 3001, 1541, 1505, 2381, 323, 842, 1743]"
33870,age li pluck poor chines villag madam mao cultur deleg taken beij studi ballet cultur exchang texa fell love american woman two year later manag defect went perform princip dancer houston ballet princip artist australian ballet drama romanc costum song villag promis ballet chicao chengwuguo wenbinhuang bruceberesford,Mao's Last Dancer,"At the age of 11, Li was plucked from a poor Chinese village by Madame Mao's cultural delegates and taken to Beijing to study ballet. In 1979, during a cultural exchange to Texas, he fell in love with an American woman. Two years later, he managed to defect and went on to perform as a principal dancer for the Houston Ballet and as a principal artist with the Australian Ballet.","['ChiCao', 'ChengwuGuo', 'WenBinHuang']",['BruceBeresford'],0.1558051002585558,2009,0.0,0.0,"[2277, 2620, 3369, 3156, 3769, 4189, 2318, 2622, 3584, 2011]"
